央视直播,#genre#
喜剧之王,https://vip.dytt-kan.com/20251114/10457_01632f7b/index.m3u8
刁手怪招,http://api.zui7.com:90/xg.php?id=v0300f2a0000btgvsf21hic55i0992g0
阴阳先生,https://vip.ffzy-online4.com/20230514/24855_86471751/index.m3u8
超级计划,https://svip.ryplay15.com/20250612/5334_885b5cb1/index.m3u8
乐高幻影忍者大电影,https://svip.ryplay15.com/20250523/3302_e9a21e30/index.m3u8
我是谁1998,http://api.zui7.com:90/xg.php?id=v0200ff30000bteqa0fjdu9lc9v5brvg
无限超越演唱会,https://vip.ffzy-online4.com/20230401/18159_1c75be35/index.m3u8
新宿事件,http://api.zui7.com:90/xg.php?id=v0300f510000c13ffvjtobin84045us0
罗布泊神秘事件,https://vip.ffzy-play.com/20221017/1760_1f0b04cc/index.m3u8
曾经相爱的我们,https://vip.ffzy-online.com/20221015/715_5f081e77/index.m3u8
环游地球八十天,https://vip.ffzy-play7.com/20221206/8255_9aa98c99/index.m3u8
攀登者,http://api.zui7.com:90/xg.php?id=v0200f770000bt9q2mi4f9epqekr4kdg
龙牌之谜,http://api.zui7.com:90/xg.php?id=v0300fa40000bt95g5m0fn6jb1947ang
阴阳先生之阴阳中间站,http://api.zui7.com:90/xg.php?id=v0300fcc0000c0da6mnd3ks8ea2g2k5g
上海正午2：上海骑士,https://vip.dytt-cine.com/20250601/27569_b23c5765/index.m3u8
龙的心,https://vip1.lz-cdn1.com/20220404/939_9544c2ec/index.m3u8
阴阳镇怪谈,https://vip.ffzy-play6.com/20221123/7936_b1d4a404/index.m3u8
总是有爱在隔离,https://vip.dytt-kan.com/20250720/2494_c30fb4dc/index.m3u8
许愿神龙,http://api.zui7.com:90/xg.php?id=v0d00f290000c1at3c7jesqujmmsbkdg
林正英辑,#genre#
杂家小子,http://api.zui7.com:90/xg.php?id=v0200f550000bv0gufbfmjfsiouv33k0
鬼咬鬼,https://vip.ffzy-play7.com/20221208/8822_26a70529/index.m3u8
中国最后一个太监,http://api.zui7.com:90/xg.php?id=v0200fb30000bto938qbhpji19dqmj3g
搏命单刀夺命枪,https://vip.ffzy-play7.com/20221208/8546_fa0622b4/index.m3u8
奇谋妙计五福星,http://api.zui7.com:90/xg.php?id=v0300fdf0000btmacof7lf0gf2ei954g
黄飞鸿系列之一代宗师,http://api.zui7.com:90/xg.php?id=v0300f4e0000btm95fh6d2anecr03f50
鬼打鬼,http://api.zui7.com:90/xg.php?id=v0300fa00000btl1p09bj9gcll4q3k0g
鬼干部,http://api.zui7.com:90/xg.php?id=v0300fbc0000bth2sfhldkf2dh3rek1g
妖怪都市,http://api.zui7.com:90/xg.php?id=v0300fbc0000btgq0hp5u5gpj56o6m90
羞羞鬼,http://api.zui7.com:90/xg.php?id=v0300f5e0000btf1d9k8uaoukbki9vn0
霹雳大喇叭,https://vip.ffzy-play6.com/20221116/7273_4a3cfe1f/index.m3u8
天地玄门,http://api.zui7.com:90/xg.php?id=v0300f6e0000btat4797qnk1hq5no19g
七小福,http://api.zui7.com:90/xg.php?id=v0200fa50000bt3m379ul0fpjgobne0g
黄大仙,http://api.zui7.com:90/xg.php?id=v0200f1c0000bt300crfb2n2dviplhh0
新僵尸先生,http://api.zui7.com:90/xg.php?id=v0300f5a0000bt1k17fcmfsmf4t10eb0
灵幻先生,http://api.zui7.com:90/xg.php?id=v0300f6d0000bt18c0p46mrvl2v0mm6g
人鬼神,https://vip.lzcdn2.com/20220407/2547_24e21cd1/index.m3u8
哗鬼旅行团,https://vip.lz-cdn6.com/20220410/3282_7caab076/index.m3u8
咸鱼翻生,https://vip.ffzy-play6.com/20221116/7303_5bfc21ee/index.m3u8
林世荣,http://api.zui7.com:90/xg.php?id=v0300f540000btm47oftchf7ou688090
东方秃鹰,https://vip.ffzy-play7.com/20221209/9044_d3e0dbd4/index.m3u8
赢钱专家,http://api.zui7.com:90/xg.php?id=v0200f1b0000bt4difrkh8o92204huo0
虎虎虎,https://vip.ffzy-play7.com/20221128/7553_b0296cef/index.m3u8
珍珠港,http://api.zui7.com:90/xg.php?id=v0200fe00000bv2f1i6pec4jgvdonon0
驱魔道长,https://vip.lzcdn2.com/20220407/2563_97d3615b/index.m3u8
人吓人,https://vip.lz-cdn6.com/20220410/3285_6a9becd7/index.m3u8
血玫瑰,https://vip.ffzy-play6.com/20221116/7310_02f7420d/index.m3u8
少林英雄之方世玉洪熙官,https://svip.ryplay15.com/20250612/5337_50cb9dd0/index.m3u8
唐山大兄,https://yzzy.play-cdn4.com/20220608/17543_290a6e50/index.m3u8
英雄无泪,https://svip.ryplay15.com/20250619/6041_3dc624d3/index.m3u8
笑傲江湖1990,https://vip.ffzy-play7.com/20221129/7696_58fbd289/index.m3u8
僵尸家族,https://vip.lzcdn2.com/20220416/3555_8ea3dbe0/index.m3u8
时来运转,https://vip.ffzy-play7.com/20221209/9156_396eac04/index.m3u8
钱作怪,https://vip.dytt-kan.com/20250919/5740_9be681ea/index.m3u8
画皮之阴阳法王,https://vip.ffzy-play6.com/20221112/6372_478fbcc6/index.m3u8
败家仔,https://svip.ryplay15.com/20250620/6222_b777fa80/index.m3u8
洪福齐天,https://v.cdnlz19.com/20240215/15960_03ecf134/index.m3u8
僵尸至尊,https://vip.lz-cdn6.com/20220410/3292_a28e66f9/index.m3u8
富贵列车,https://vip.ffzy-play7.com/20221206/8232_7462fce8/index.m3u8
一眉道人,https://vip.ffzy-play7.com/20221115/4803_1731be32/index.m3u8
人吓鬼,https://vip1.lz-cdn1.com/20220404/891_a3593dbe/index.m3u8
学校风云,https://vip.ffzy-play7.com/20221209/9201_9f4d986a/index.m3u8
铁甲无敌玛利亚,http://api.zui7.com:90/xg.php?id=v0300ff50000bti41gdfarrnvpg61tv0
僵尸先生,https://vip.dytt-film.com/20250201/4022_d5ff1353/index.m3u8
太阳之子,https://svip.high21-playback.com/20250310/41906_5f0b38f5/index.m3u8
龙的心,https://vip1.lz-cdn1.com/20220404/939_9544c2ec/index.m3u8
驱魔警察,http://api.zui7.com:90/xg.php?id=v0200f0b0000btdis5c54i7og3ilb74g
甩皮鬼,https://svip.ryplay15.com/20250614/5516_12eaf25c/index.m3u8
精灵变,https://vip.ffzy-play6.com/20221129/9345_57e7db60/index.m3u8
鬼打鬼之黄金道士,http://api.zui7.com:90/xg.php?id=v0200f740000btpda1qi8a02o5vabt60
非洲和尚,https://vip.lz-cdn6.com/20220410/3290_74fdedb6/index.m3u8
音乐僵尸,http://api.zui7.com:90/xg.php?id=v0300f5c0000btonj9faaai3ts1ocm30
灵幻至尊,http://api.zui7.com:90/xg.php?id=v0300f1b0000btovdlceqnfjo1df6p3g
钟馗嫁妹,https://vip.ffzy-play7.com/20221129/7746_6b5ae2e8/index.m3u8
周星驰辑,#genre#
济公1993,https://vip.dytt-kan.com/20250919/5711_c10f4888/index.m3u8
武状元苏乞儿,http://api.zui7.com:90/xg.php?id=v0200ffb0000bv2f0sr4r2mc4ribm8bg
望夫成龙,https://vip.ffzy-play6.com/20221112/6163_67e784c0/index.m3u8
小偷阿星,https://svip.ryplay15.com/20250614/5525_3db5e877/index.m3u8
新精武门1991,https://vip.ffzy-play6.com/20221206/10147_2266b628/index.m3u8
家有喜事(修复加长版),http://api.zui7.com:90/xg.php?id=v0300f080000btoo5da970h32gu9d580
国产凌凌漆,http://api.zui7.com:90/xg.php?id=v0200fdb0000btnj1u8o772lp8sd035g
龙在天涯1989,http://api.zui7.com:90/xg.php?id=v0200f0d0000btm252dqjqfit9eqtp80
逃学威龙3之龙过鸡年,http://api.zui7.com:90/xg.php?id=v0300fa10000btlku562hg9b92hpf1gg
整蛊专家,http://api.zui7.com:90/xg.php?id=v0300fca0000btlikmei3fhq7c77m010
97家有喜事,http://api.zui7.com:90/xg.php?id=v0300fdf0000btkvqei1g2et60jii6m0
霹雳先锋,http://api.zui7.com:90/xg.php?id=v0200f370000btkr7din6tf6r3g74nr0
江湖最後一個大佬,http://api.zui7.com:90/xg.php?id=v0300f070000btkpctqpmp84s0pt1sf0
风雨同路,http://api.zui7.com:90/xg.php?id=v0300f6a0000btkpdva7g3h4nokj783g
西游降魔篇周星驰,http://api.zui7.com:90/xg.php?id=v0300fa30000btka4lpa9j9es3flasq0
长江七号,http://api.zui7.com:90/xg.php?id=v0200fbd0000bv2gi8krak4ksf5tg7tg
江湖最后一个大佬,http://api.zui7.com:90/xg.php?id=v0300fdb0000btev5ahucgba109iuoug
赌侠,http://api.zui7.com:90/xg.php?id=v0300fbe0000btk7n7c8vr8tvrcc589g
家有喜事,http://api.zui7.com:90/xg.php?id=v0300f080000btoo5da970h32gu9d580
九品芝麻官,https://vip.ffzy-play6.com/20221205/9996_68ad8079/index.m3u8
百变星君,http://api.zui7.com:90/xg.php?id=v0300fc50000btkq8dbms215iljg1kmg
逃学威龙,http://api.zui7.com:90/xg.php?id=v0300f1d0000btm9mqg693pot38jcrk0
功夫,https://vip.ffzy-play6.com/20221017/23_1e5d347b/index.m3u8
赌侠2：上海滩赌圣,http://api.zui7.com:90/xg.php?id=v0300fac0000bsvadteet819528cci9g
一本漫画闯天涯,https://vip.ffzy-play7.com/20221207/8512_5f33d09a/index.m3u8
千王之王2000,http://api.zui7.com:90/xg.php?id=v0200f450000btlkq3jg3d7iae1bqv50
行运一条龙,https://vip.ffzy-play6.com/20221112/6024_432f2afd/index.m3u8
赌圣,http://api.zui7.com:90/xg.php?id=v0300f7a0000btfmf7a3ijsu0dsdb8d0
破坏之王,http://api.zui7.com:90/xg.php?id=v0300f340000bt8bopoeit197tg85oh0
龙凤茶楼,https://svip.ryplay15.com/20250618/5910_33d9ed31/index.m3u8
漫画威龙,https://vip.dytt-kan.com/20251031/9563_bb44c2e2/index.m3u8
咖喱辣椒,https://vip.ffzy-play7.com/20221112/3509_1a0443fd/index.m3u8
雌雄双辣,https://vip.dytt-cine.com/20250531/27464_c859dc7f/index.m3u8
无敌幸运星,https://vip.dytt-film.com/20250202/4176_16d11e95/index.m3u8
大话西游之月光宝盒,https://vip.ffzy-play6.com/20221129/9307_cfa85123/index.m3u8
回魂夜1995,https://vip.ffzy-online2.com/20230403/30714_a34010ca/index.m3u8
龙的传人,https://vip.ffzy-play7.com/20221112/3556_7788de32/index.m3u8
鹿鼎记2：神龙教,https://vip.dytt-cine.com/20250726/42079_4f6d05f8/index.m3u8
鹿鼎记,https://vip.dytt-cine.com/20250726/42080_ba7a964e/index.m3u8
算死草,https://vip.dytt-film.com/20250311/12280_aae09419/index.m3u8
师兄撞鬼,https://vip.dytt-film.com/20250202/4153_37588c65/index.m3u8
少林足球,https://vip.dytt-kan.com/20251019/8590_03e4d3f8/index.m3u8
喜剧之王,https://vip.dytt-kan.com/20251114/10457_01632f7b/index.m3u8
食神,https://vip.dytt-live.com/20250417/4250_fcac695d/index.m3u8
唐伯虎点秋香,https://yzzy.play-cdn2.com/20220331/4857_75d1b955/index.m3u8
逃学威龙2,https://vip.ffzy-play6.com/20221112/6101_3ea56df6/index.m3u8
审死官,https://vip.dytt-kan.com/20250730/2984_1c67df9e/index.m3u8
情圣,http://api.zui7.com:90/xg.php?id=v0300f2e0000btkasprs981umd2lf280
非洲和尚,https://vip.lz-cdn6.com/20220410/3290_74fdedb6/index.m3u8
大话西游之大圣娶亲,http://api.zui7.com:90/xg.php?id=v0200fe70000bt8f22rhairluqs9ckdg
周润发辑,#genre#
唐探1900,https://vip.dytt-live.com/20250430/5278_82f292a2/index.m3u8
别叫我“赌神,https://super.ffzy-online6.com/20230719/15178_774ae68b/index.m3u8
无双,http://api.zui7.com:90/xg.php?id=v0200f010000btovgm3v9d0gele08m10
原振侠与卫斯理,https://vip.dytt-kan.com/20250617/885_0efe3284/index.m3u8
铜雀台,https://vip.ffzy-play6.com/20221019/200_4eede94c/index.m3u8
喋血双雄,http://api.zui7.com:90/xg.php?id=v0300f3b0000bv32flacdgr8dkbnru60
姨妈的后现代生活,http://api.zui7.com:90/xg.php?id=v0300f300000bv1s9ge18g1ib89mdf5g
孔子,http://api.zui7.com:90/xg.php?id=v0200f170000bv1qapdhov312mp0hjg0
西游记之大闹天宫,http://api.zui7.com:90/xg.php?id=v0200fc60000butl38da75sbfd3nen10
纵横四海/,https://vip.ffzy-play7.com/20221112/3463_4e05c55e/index.m3u8
防弹武僧,http://api.zui7.com:90/xg.php?id=v0300fd90000bun7a15ab27bs3qqq95g
金榜英雄,http://api.zui7.com:90/xg.php?id=v0300fb30000bu6i6ibhe55os3h92np0
义胆红唇,http://api.zui7.com:90/xg.php?id=v0300fbe0000btpcbu0ai0darcm6qcg0
我爱扭纹柴,http://api.zui7.com:90/xg.php?id=v0300f1b0000btobd669qgkrs1j7o14g
小生梦惊魂,http://api.zui7.com:90/xg.php?id=v0300fbd0000btnla62pttpgndpr7ui0
江湖情,http://api.zui7.com:90/xg.php?id=v0200fe30000btn0stgu7drqrer108og
你情我愿,http://api.zui7.com:90/xg.php?id=v0200f830000btma1kcd0iplprpcij50
侠盗高飞,http://api.zui7.com:90/xg.php?id=v0200ff20000btm82vbud9ueqa4u257g
伴我闯天涯,http://api.zui7.com:90/xg.php?id=v0300fa70000btkrmr0693pn8irnvp70
华丽上班族,http://api.zui7.com:90/xg.php?id=v0200f330000bthnnlgb0riahohll3e0
安娜与国王,http://api.zui7.com:90/xg.php?id=v0300f4c0000btg5pkvb9o0dstaueg80
郁达夫传奇,(https://vip.ffzy-play7.com/20230213/14487_dfbef7ce/index.m3u8
精装追女仔1987,http://api.zui7.com:90/xg.php?id=v0300fa40000btetbc3tgbbuok3n43kg
英雄好汉,http://api.zui7.com:90/xg.php?id=v0200f650000btdpk2cnmh2ns8b0nh3g
辣手神探,http://api.zui7.com:90/xg.php?id=v0300fc60000bt94hadkbtl258juaqv0
寒战2,http://api.zui7.com:90/xg.php?id=v0300f570000bt93uhnhcsoj8t7qsqag
卧虎藏龙,http://api.zui7.com:90/xg.php?id=v0300fb00000bt8c0i5p81pp1davf05g
满城尽带黄金甲,http://api.zui7.com:90/xg.php?id=v0300f460000bt7r6e3i9rlcp0ubaqf0
让子弹飞,http://api.zui7.com:90/xg.php?id=v0200f200000bt30lk4dbgh8tum4o2r0
赌神,http://api.zui7.com:90/xg.php?id=v0200f5d0000bsv8s9st42j322dnplv0
赌神2,http://api.zui7.com:90/xg.php?id=v0300fe00000bsv8imboldt658v0bgr0
义本无言,https://vip.ffzy-play6.com/20221116/7316_f568756b/index.m3u8
大上海,https://vip.ffzy-play6.com/20221126/8327_89044d87/index.m3u8
吉星拱照,https://vip.ffzy-play6.com/20221112/6403_64501d07/index.m3u8
和平饭店1995,http://api.zui7.com:90/xg.php?id=v0200fd20000btkqdk92nl7b39vc0800
倾城之恋,https://vip.ffzy-play7.com/20221206/8132_bdf58781/index.m3u8
花旗少林,https://svip.ryplay15.com/20250616/5713_666944d2/index.m3u8
建党伟业,https://vip.ffzy-play6.com/20221019/168_f44e1477/index.m3u8
老虎出更,https://vip1.lz-cdn1.com/20220404/883_4255d868/index.m3u8
癫佬正传,https://vip1.lz-cdn1.com/20221025/17717_2454cd0a/index.m3u8
七龙珠：进化,https://vip.ffzy-online1.com/20230628/41886_55c6faaa/index.m3u8
龙虎风云,https://v.lzcdn24.com/20250213/19441_ff860e6c/index.m3u8
江湖龙虎斗,https://vip.dytt-kan.com/20250619/959_0f840be9/index.m3u8
我在黑社会的日子,https://vip.ffzy-play7.com/20221208/8724_89db1c6d/index.m3u8
上海滩续集,https://bfikuncdn.com/20221004/mdPSW7d7/index.m3u8
阿郎的故事,https://vip.ffzy-play6.com/20221116/7213_5f9198b2/index.m3u8
义盖云天,https://vip.dytt-kan.com/20251116/10549_752eaf97/index.m3u8
等待黎明,https://svip.ryplay15.com/20250622/6397_c1290a24/index.m3u8
八星报喜,https://cdn7.ryplay7.com/20250419/13732_0feac564/index.m3u8
地下情,https://vip.ffzy-play7.com/20221117/4995_c179450d/index.m3u8
灵气逼人,http://api.zui7.com:90/xg.php?id=v0300f2b0000btoaifj6jsci9n7607v0
上海滩,https://vip.lz-cdn3.com/20230317/18163_391cba30/index.m3u8
鬼新娘1987,https://cdn.yzzy29-play.com/20250926/3397_5c80985b/index.m3u8
加勒比海盗3：世界的尽头,http://api.zui7.com:90/xg.php?id=v0300f330000btipp319vrssfq2kqv50
刘德华辑,#genre#
长安的荔枝2025,https://vip.dytt-cine.com/20250929/57797_13e0bbb1/index.m3u8
猎金游戏,https://vip.dytt-cinema.com/20250620/25089_1cb6f99b/index.m3u8
焚城,https://cdn7.ryplay7.com/20250328/11738_efd58d92/index.m3u8
危机航线,https://c1.7bbffvip.com/video/weijihangxian/HD/index.m3u8
拆弹专家2,http://api.zui7.com:90/xg.php?id=v0300f730000c1bpnlieedqf6vdeob40
谈判专家2024,https://svip.high24-playback.com/20240719/1337_b3ecadb7/index.m3u8
93国际列车大劫案：莫斯科行动,https://vod.guoluche.com/20240705/Jxd6uny7/index.m3u8
速命道,https://svipsvip.ffzyread1.com/20230917/18442_f0c8ed18/index.m3u8
湾区升明月——2023大湾区电影音乐晚会,https://vip.dytt-live.com/20250624/10432_3181d59d/index.m3u8
红毯先生,https://svip.high25-playback.com/20240818/2902_87e1fb7f/index.m3u8
潜行,https://vip.dytt-live.com/20250502/5501_48db7158/index.m3u8
金手指2023,https://vip.dytt-live.com/20250419/4399_bdbca288/index.m3u8
流浪地球2,https://vip.dytt-live.com/20250505/5821_926c11cc/index.m3u8
赌侠大战拉斯维加斯,https://vip.ffzy-online.com/20221017/873_cf765959/index.m3u8
龙之家族,https://vip.ffzy-play6.com/20221116/7265_dd503587/index.m3u8
与龙共舞,http://api.zui7.com:90/xg.php?id=v0300fb40000bv2f1apdp50g98telr60
决战紫禁之巅,http://api.zui7.com:90/xg.php?id=v0200f7d0000bv1268hiejocvu3fc510
龙凤斗,http://api.zui7.com:90/xg.php?id=v0200ffb0000bv10g2do827n91nmiff0
铁道飞虎,http://api.zui7.com:90/xg.php?id=v0300fd90000bv0d2bu5r0q5hlqaolo0
群星会1992,http://api.zui7.com:90/xg.php?id=v0200f110000butsa5evh7q11l7p1dbg
大块头有大智慧,http://api.zui7.com:90/xg.php?id=v0200f250000bup8ntpetrnn7tvtqn1g
卫斯理之蓝血人,http://api.zui7.com:90/xg.php?id=v0300f340000bunag22eqvagp8at30i0
旺角卡门,http://api.zui7.com:90/xg.php?id=v0200f9a0000bunadtj1hkbrfgik225g
墨攻,https://vip.ffzy-play2.com/20221022/308_7d10fa04/index.m3u8
省港旗兵3：逃出香港,https://vip.dytt-kan.com/20250607/463_428fca9b/index.m3u8
省港旗兵4地下通道,https://vip.dytt-kan.com/20250611/580_069d3bb0/index.m3u8
五亿探长雷洛传1：雷老虎,https://vip.ffzy-online.com/20221015/672_cd3f2629/index.m3u8
至尊三十六计之偷天换日,https://vip.ffzy-play.com/20221015/1085_37999806/index.m3u8
杀手的童话,https://vip.ffzy-play7.com/20221112/3690_803bfb83/index.m3u8
天地雄心[国语],https://vip.ffzy-play7.com/20221113/4187_a7c41927/index.m3u8
暗战,http://api.zui7.com:90/xg.php?id=v0200f300000btu60se65u5a2qd7lit0
黑金,https://vip.ffzy-play6.com/20221022/751_a7889097/index.m3u8
人海孤雄,https://vip.ffzy-play6.com/20221128/8983_f4dd65d1/index.m3u8
哗！英雄,http://api.zui7.com:90/xg.php?id=v0200fbd0000btpdg1ndtk76jphieb60
狄仁杰之通天帝国,http://api.zui7.com:90/xg.php?id=v0300fb40000btp063e73s72ern7vtdg
天若有情3烽火佳人,http://api.zui7.com:90/xg.php?id=v0300f6a0000bto9k3md9pu262sembc0
中国最后一个太监,http://api.zui7.com:90/xg.php?id=v0200fb30000bto938qbhpji19dqmj3g
投名状,http://api.zui7.com:90/xg.php?id=v0300fb40000bto3gne73s72erm2onr0
呖咕呖咕新年财,http://api.zui7.com:90/xg.php?id=v0200f210000btnfbdrts91ahthhhpcg
将计就计,http://api.zui7.com:90/xg.php?id=v0300f0f0000btnf2jv70dv1ph05cud0
江湖情,http://api.zui7.com:90/xg.php?id=v0200fe30000btn0stgu7drqrer108og
摩登如来神掌,http://api.zui7.com:90/xg.php?id=v0300f7f0000btm8l2k10pkekff81r10
魔翡翠,http://api.zui7.com:90/xg.php?id=v0300f600000btm8j5k1ptvu6feibgk0
龙在江湖,http://api.zui7.com:90/xg.php?id=v0300fc40000btlim0g1j9buhb7emee0
整蛊专家,http://api.zui7.com:90/xg.php?id=v0300fca0000btlikmei3fhq7c77m010
再战江湖1990,http://api.zui7.com:90/xg.php?id=v0300f2b0000btliev36jsci9n3rdlr0
澳门风云3,http://api.zui7.com:90/xg.php?id=v0300f2b0000btl11eb6jsci9n3bhjmg
天下无贼,http://api.zui7.com:90/xg.php?id=v0300f1d0000btl0m7q9bep35fi48gig
义胆雄心,http://api.zui7.com:90/xg.php?id=v0200fce0000btl01iqe0lne62vuglu0
未来警察,http://api.zui7.com:90/xg.php?id=v0200fce0000btkvlu286o3ct5k8jol0
火烧岛,http://api.zui7.com:90/xg.php?id=v0200faf0000btkbigr5j22kd3jrjflg
我知女人心,http://api.zui7.com:90/xg.php?id=v0300fa70000btie0dpe83iuguonenu0
解救吾先生,http://api.zui7.com:90/xg.php?id=v0200f260000bthmfo60g4f1uq16pvh0
阿飞正传,http://api.zui7.com:90/xg.php?id=v0300f180000bth23hkssio765frtqvg
桃姐,http://api.zui7.com:90/xg.php?id=v0300f020000btgskqboi018kvdhrlc0
童梦奇缘,http://api.zui7.com:90/xg.php?id=v0300fc40000btgq7c3vrc58e8k0e970
同根生,http://api.zui7.com:90/xg.php?id=v0200f230000btgdvvns1umr0ju6pf8g
家在香港,http://api.zui7.com:90/xg.php?id=v0300f100000btg7b5ehju0li3b9spkg
第一茧,http://api.zui7.com:90/xg.php?id=v0300f6d0000btfp2kmatkesau5so82g
爱人同志1989,https://p.bvvvvvvvvv1f.com/video/airentongzhi/HD%E5%9B%BD%E8%AF%AD/index.m3u8
无间道3：终极无间,http://api.zui7.com:90/xg.php?id=v0300fc30000btfk1riudqf6n6s81ang
天机·富春山居图,http://api.zui7.com:90/xg.php?id=v0200f770000btf1b16r4vpj68ksnb20
我的少女时代,http://api.zui7.com:90/xg.php?id=v0200f0a0000btetlvdl1aogt41ur63g
英雄好汉,http://api.zui7.com:90/xg.php?id=v0200f650000btdpk2cnmh2ns8b0nh3g
富贵兵团,http://api.zui7.com:90/xg.php?id=v0200f230000btcd5v4b5icki3qngj00
赌城大亨II之至尊无敌,http://api.zui7.com:90/xg.php?id=v0300fab0000bt9lfbjndpk9j06l4rvg
至尊无上II之永霸天下,http://api.zui7.com:90/xg.php?id=v0200fd80000bt7rtn977edserur9g1g
龙在边缘,https://svip.ryplay15.com/20250611/5181_ef9f0a43/index.m3u8
十面埋伏,http://api.zui7.com:90/xg.php?id=v0300fec0000bt4a5a0e0ef0jil4q6l0
超级学校霸王,http://api.zui7.com:90/xg.php?id=v0300fe20000bt1np7rhck0kgi0jbav0
小小小警察,https://vip.ffzy-play7.com/20230131/12926_ddf93907/index.m3u8
五亿探长雷洛传2：父子情仇,https://vip1.lz-cdn1.com/20230814/21806_ee5090c0/index.m3u8
三国之见龙卸甲,http://api.zui7.com:90/xg.php?id=v0300fea0000bt8f8ln436vd7g105igg
最佳损友,http://api.zui7.com:90/xg.php?id=v0300fea0000btesr3n436vd7g6686tg
游龙戏凤,http://api.zui7.com:90/xg.php?id=v0300f080000btm4mr2utijbdqvvu99g
盲探2013,https://vip.ffzy-play6.com/20221019/178_96775d71/index.m3u8
热血合唱团,http://api.zui7.com:90/xg.php?id=v0300f440000bvg6sj0r0l5rieomrj7g
侠盗联盟,http://api.zui7.com:90/xg.php?id=v0300fbd0000btm8v22pttpgndo3avgg
扫毒2天地对决,http://api.zui7.com:90/xg.php?id=v0300f760000bt7rdcf0gtnkm09uokl0
烈火战车,http://api.zui7.com:90/xg.php?id=v0300f5a0000bv2a6qdls2ocn3lkhph0
瘦身男女,http://api.zui7.com:90/xg.php?id=v0200f420000bthn1kgu6qqsq4r5ph6g
九二神雕之痴心情长剑,http://api.zui7.com:90/xg.php?id=v0200f420000btnd130h482m4n3htkpg
机Boy小子之真假威龙,https://svip.ryplay15.com/20250626/6786_c3fa5a05/index.m3u8
醉拳3,http://api.zui7.com:90/xg.php?id=v0300f010000bv2fc3jm9bqna7svgd10
全职杀手,http://api.zui7.com:90/xg.php?id=v0300f4e0000btm53pjvt5gusp2trdf0
花椒之味,http://api.zui7.com:90/xg.php?id=v0200f520000btho0q84grs1eo7tbv90
九一神雕侠侣,https://cdn.yzzy29-play.com/20251013/5214_7417744a/index.m3u8
第40届香港电影金像奖颁奖典礼,https://vip.lz-cdn11.com/20220721/9519_8ced83c8/index.m3u8
天长地久1993,https://svip.ryplay15.com/20250616/5740_c48422a9/index.m3u8
庙街十二少,https://vip.dytt-live.com/20250501/5325_beb04c41/index.m3u8
上海滩十三太保,https://svip.ryplay15.com/20250620/6149_f20b7086/index.m3u8
夏日福星,https://vip.ffzy-play7.com/20230118/11937_84244e52/index.m3u8
侠圣,https://vip.ffzy-online.com/20221015/741_196889fc/index.m3u8
新少林寺2011,https://vip.ffzy-play.com/20221015/881_3dbc4077/index.m3u8
刀剑笑,https://cdn7.ryplay7.com/20250420/13768_91a46295/index.m3u8
中环英雄,https://svip.ryplay15.com/20250612/5346_ea375f01/index.m3u8
肝胆相照,https://vip1.lz-cdn1.com/20220405/1095_dadbd2d1/index.m3u8
天若有情,https://cdn.yzzy28-play.com/20250703/7135_604f2c31/index.m3u8
至尊无上,https://svip.ryplay15.com/20250619/6031_cdac4795/index.m3u8
精装追女仔之3狼之一族,https://vip.ffzy-play6.com/20221129/9346_67ee848d/index.m3u8
惊天12小时,https://vip.ffzy-play6.com/20221206/10355_db6f16e8/index.m3u8
江湖,https://svip.high25-playback.com/20250225/20596_121736b9/index.m3u8
群龙夺宝,https://vip1.lz-cdn1.com/20220405/1149_f09c547d/index.m3u8
失孤,https://vip.ffzy-play1.com/20221018/299_06ee96a1/index.m3u8
大冒险家,https://vip.lzcdn2.com/20220408/2712_22360368/index.m3u8
狱中龙,https://svip.ryplay15.com/20250422/127_0693ef2b/index.m3u8
1/2次同床,https://svip.ryplay15.com/20250616/5738_743d3471/index.m3u8
最佳福星,https://vip.ffzy-play7.com/20221208/9011_404faaa6/index.m3u8
新上海滩,https://vip.dytt-kan.com/20250621/1153_55b1927f/index.m3u8
金鸡2,https://cdn7.ryplay7.com/20250429/13861_57e58684/index.m3u8
金鸡,https://vip1.lz-cdn1.com/20221219/19427_be648962/index.m3u8
龙神太子,https://vod.guoluche.com/20240813/KntHvCdO/index.m3u8
精装追女仔之2,https://vip1.lz-cdn1.com/20220405/1119_ba1ba74a/index.m3u8
冲击天子门生,http://api.zui7.com:90/xg.php?id=v0300f880000bteeacdtmv46e1fd3t5g
龙腾四海,http://api.zui7.com:90/xg.php?id=v0300f4e0000btljtbh6d2anecq99fig
无间道,http://api.zui7.com:90/xg.php?id=v0300f720000btfl1prpevgkv66rjipg
风暴,http://api.zui7.com:90/xg.php?id=v0300f1b0000btplg2m9qgkrs1knhbk0
绝代双骄,https://vip.lzcdn2.com/20220407/2543_e350a2dc/index.m3u8
我的特工爷爷,http://api.zui7.com:90/xg.php?id=v0200f780000btfp86ti3rulufhhjarg
战神传说,http://api.zui7.com:90/xg.php?id=v0200fa90000bun6mgeg9cqs2qcu1s1g
长城,http://api.zui7.com:90/xg.php?id=v0200fd50000bupktuurnvoj8osjp1a0
至尊计状元才,https://vip.lzcdn2.com/20220408/2701_6540af07/index.m3u8
兄弟2007,http://api.zui7.com:90/xg.php?id=v0300f5b0000btm9af34ihv53a1vblp0
